,genre,hash,histmax,histmed,histstd
0,pop,010a7660-1f09-4fae-97b6-b1edd7b15c23,11,2579.0,2088.276795028918
1,rock,010a7660-1f09-4fae-97b6-b1edd7b15c23,11,2579.0,2088.276795028918
2,pop,0294a993-df39-4ae9-ae52-f71eb698a79f,0,2298.5,2884.6301925301013
3,hip-hop,02cb3417-947b-4d62-8f42-59c5c4020027,0,1331.0,6463.149152297489
4,hip-hop,02f3e7d2-3798-4ba3-8164-6d4000d7e5ef,16,767.5,6685.469111894374
5,country,04ffe287-7122-4430-b572-7a84db4d8066,54,269.0,6855.803029813047
6,country,0660a0a3-e248-4b66-a26a-7c4ef74e88df,255,1063.5,4123.745758655746
7,country,06883963-13a1-4b4a-9919-f7f658d80077,46,534.5,4989.505342074878
8,rock,07882999-1a8e-4d9b-9cba-667c0f84aa2a,255,1915.5,3440.5668415838472
9,electronic,0af94ac3-c3aa-46d7-bef4-06de700380c5,12,1897.0,3059.8731584975462
10,country,0cc7ea8e-1f5b-4b9a-a054-e2c9ab8a28cd,0,1900.0,3848.0325588823634
11,pop,0de30e42-1f0a-4591-b72f-5343fa6002e9,254,853.5,18024.13674261284
12,rock,0fdc7ecf-47a8-3f5d-bd85-2fd0a4f8438f,249,936.5,11126.08267010592
13,hip-hop,10b3fb12-1014-4cbf-be18-3feea3a619ca,67,2489.0,1969.026108614675
14,rock,10e2f3c0-140b-4342-9ad0-4f459bb6752c,0,2709.5,842.927958350386
15,hip-hop,1193941c-de68-3299-95b9-87b0922e27b0,25,1948.5,2404.747984944316
16,rock,143d6997-43ba-4787-b5fc-f5205ff1bfc0,228,780.5,4988.3837692088455
17,electronic,177ff778-3f33-3f92-a949-95c99ee27145,50,2526.5,2393.9633774023673
18,rock,18138722-2204-4d73-a4cc-65bb7337df50,15,1132.5,7447.346891521587
19,country,1946d124-1c89-4555-a535-835525abab2a,0,1730.0,6947.226378034348
20,hip-hop,1af96874-a467-4207-a66f-aa0c303b03a0,0,1867.5,2419.6498657153375
21,electronic,1b0428f3-72e5-38d2-80fc-8a1fbbff303b,0,128.5,21068.572428705123
22,pop,1bd0e357-042b-4bd4-a35a-3cb12092b4b0,255,1715.5,2917.3682067758004
23,rock,1d7226d0-d449-3076-bf2b-6c1d699210e9,37,2204.0,2274.4343415932562
24,rock,1d7943c4-c2b0-4e31-b5a0-141c00c4de7d,233,2862.5,1202.2850233383722
25,rock,1e36a7c3-47c3-34dc-9ead-e1fa4c51de1c,0,867.0,11385.467520834125
26,country,2022a9b6-089f-4a5d-9a2c-7aaa42ca21f1,26,2252.5,3778.669422623359
27,hip-hop,204c26ad-c46c-4f87-bf56-a39a860125d8,255,2136.5,2211.9810364170735
28,pop,21811621-02ba-436b-bbc7-a53d18d99477,0,2825.0,1460.2891529269982
29,rock,21cf700f-a76e-4777-87af-199db0016ef8,7,490.5,7984.360338293779
30,hip-hop,2257d35c-f5a3-4ea2-901c-692b0a5e37fc,0,2090.0,2638.0747781585437
31,hip-hop,25e56d88-dab0-4593-a18d-ca2515a131e8,0,2821.5,2050.7512047799096
32,country,27c79934-cc8e-4b70-b9e9-d98f62e2944c,196,2201.5,2112.931410276077
33,country,2835fb58-18cf-45e1-9380-deaf252109c6,0,1747.5,3794.3653223192346
34,country,288f553e-f970-4506-8450-88672bf22e87,22,1520.0,2841.1948101492003
35,country,28d79e63-2e5a-404d-b95f-f1b383babcfe,0,2186.0,4934.682034858603
36,hip-hop,2ba13425-7503-46e1-ae64-43a7dc2f742f,1,1049.5,3859.0840806344513
37,pop,2bc08829-389a-40b7-b644-dcbd59e50512,201,3104.5,1523.0616613317893
38,electronic,2e4ee141-f448-4be7-ac87-2ef86e0aef56,255,2297.5,2596.130268513841
39,rock,3072eb02-f607-45d4-9ced-b3431eaf0a7e,255,2383.0,1532.2870047232502
40,pop,30cda3fc-ce94-3ab2-b796-42683aba920b,182,2594.5,1770.186668078751
41,hip-hop,3423ca62-7010-45f8-b91f-4f569ad389b0,255,2535.0,2344.874655998429
42,hip-hop,34388203-3bf0-45be-9af8-2115b584513f,228,1164.5,4612.096214964921
43,rock,35f1ee58-9e3c-4251-991e-9c47b42a3130,87,1878.0,3474.176982686871
44,country,3950d762-f987-46ac-8044-86d90e40dd5d,217,1697.5,2813.068266896264
45,country,3b4fbc80-3286-416d-ae32-35b96a4deab1,45,2681.0,1850.7040351664148
46,hip-hop,3bd285c0-a681-4f31-90a8-1f17584302b8,78,955.5,3197.7727240270297
47,rock,3d37d164-8481-4c0d-a8f7-49fe08fd9844,0,2533.5,4021.8001823849045
48,rock,3f6ba929-ff4a-4af8-a896-2803ca3112c0,15,1926.0,2802.213198276275
49,rock,406e3d68-19c6-48c8-bbbd-9e7b2b550588,24,1662.5,3860.067620541932
50,rock,42881692-ce43-47a5-848a-be0d8d97896f,255,2165.0,1779.7197450985786
51,rock,442f8b2a-b4f0-42f9-9aad-f15c75b9b041,228,2256.0,2286.640355036456
52,pop,44f40ac4-f647-4d27-9813-25b792b58f00,27,1585.0,4128.144316287132
53,pop,47840458-09f4-4f06-94f1-37c7b19b54b7,44,2856.0,2180.6885891058014
54,rock,491ded48-ec70-42cd-bba3-7fc4b0115f56,0,75.0,30161.98695073662
55,country,498f132b-c8a3-4d51-a906-367704f692ae,234,2664.5,2013.5348513637032
56,hip-hop,4e6778c4-f0b2-421c-bcf8-d028808b625c,16,358.5,20123.195311649222
57,hip-hop,4eb7f78a-a865-4e7f-939c-56bcd4165ebf,255,2450.5,1495.209771810882
58,pop,53117da6-0a53-3a33-b318-65a41812e307,16,1478.5,4916.749440290175
59,electronic,55267b7f-24b1-3180-b988-4990e07f88c8,10,107.0,16436.112329614894
60,hip-hop,570b207b-6ea4-4c36-9261-53c79e4aee91,0,2873.5,1311.9468760086095
61,rock,587a825a-5712-454f-84c8-87c947a5c37a,32,1822.0,3354.685252677403
62,country,58e81a52-3df7-4a77-ba52-b347359007bf,34,3127.0,1031.7730624239762
63,country,5b1aacf4-6990-4301-981d-bba0d8683e7b,9,629.5,5937.580978066215
64,electronic,5d0e6250-aeec-4884-b796-a3e91fcbaaa0,247,494.5,12530.605853300998
65,rock,5d44d312-db52-3c11-a03a-39fab7885681,255,2939.5,1516.1362655715513
66,pop,5f4b6757-6712-4f9b-885c-3ba76b850b77,250,996.0,4684.585801210845
67,rock,602dcc18-1c1e-45a4-89ec-6339b00ee276,0,2409.5,6088.868125586335
68,rock,603263dc-eacb-485d-91c2-51a4dafa9ce6,255,1413.5,3028.868042865808
69,country,60e09c01-7627-42ad-a9d7-b98524b5e737,15,184.0,6980.48199921798
70,pop,611b3b23-55ba-4351-8565-99f14b222868,0,1217.5,5327.755622460198
71,hip-hop,61770233-7a49-4566-b6d4-9ee3bec8c147,7,1315.5,4835.647259464729
72,pop,626cd27c-31dc-358f-8074-78b67b985c05,20,2363.0,1658.381231380092
73,rock,674c9265-3d81-3c7f-bbe8-6b8c0aa6b3f7,255,1880.0,5411.968317202739
74,hip-hop,67ebbc43-0415-4a07-90b9-3f8f8be296eb,0,675.5,20024.190804206828
75,country,6948898f-73d4-4b73-b078-cb13a78ba8fd,21,1775.0,2705.0335812668295
76,rock,6d0f44e7-3ba4-4085-b9f1-85ac84fe3c99,24,1429.5,3012.542565181652
77,pop,6e5fe8df-c66c-412d-97d7-2ace0f9af571,7,729.5,11354.15522008215
