,genre,hash,histmax,histmed,histstd
0,hip-hop,1193941c-de68-3299-95b9-87b0922e27b0,0.07058823529411765,0.4695932339911398,0.0651642306108869
1,country,28d79e63-2e5a-404d-b95f-f1b383babcfe,0.0,0.3600483286347161,0.12724349319409708
2,country,3950d762-f987-46ac-8044-86d90e40dd5d,0.6039215686274509,0.3983084977849376,0.1176295577969612
3,rock,3f6ba929-ff4a-4af8-a896-2803ca3112c0,0.7294117647058823,0.09182440596053162,0.1038197590813084
4,rock,491ded48-ec70-42cd-bba3-7fc4b0115f56,0.0,0.02013693113169553,0.6872781427629715
5,country,498f132b-c8a3-4d51-a906-367704f692ae,0.9529411764705882,0.4881192106322997,0.0667633188805938
6,electronic,55267b7f-24b1-3180-b988-4990e07f88c8,0.0392156862745098,0.017720499395892066,0.4046719383648896
7,hip-hop,67ebbc43-0415-4a07-90b9-3f8f8be296eb,0.0,0.2786951268626661,0.47462462294440527
8,electronic,83219409-a39c-3c3c-9928-06f0eac04423,0.07058823529411765,0.3600483286347161,0.16587270475884716
9,pop,912a8e16-3730-46e4-847d-dfba119df13a,0.9137254901960784,0.24043495771244464,0.0941936229332513
10,country,d7bd5278-6a18-4542-a1be-34ab59d050b7,0.5372549019607843,0.2670157068062827,0.08785221530703728
11,rock,d8e9e0f9-7ced-4176-a935-cfac17409d10,0.043137254901960784,0.5191300845751108,0.17744765311737987
12,country,f4afbe11-984e-4865-9677-b244dce5c8ed,0.0,0.47684252919855014,0.3018823048674273
13,electronic,052c18c4-2fd7-4be8-bf9e-c538d131a039,0.9490196078431372,0.1365283930728957,0.15477046221719518
14,country,1174e529-a321-4a65-8c02-6dcbd573a383,0.10196078431372549,0.3753523962948047,0.07705316129383524
15,country,18116341-4a97-4bf5-8a21-f40dbf3904dc,0.8627450980392157,0.5932339911397503,0.06802705124439762
16,country,209058f3-4f55-4be0-81c4-a5c4f9ad9934,0.5490196078431373,0.6407571486105518,0.06457162332365847
17,electronic,2369662f-fa9a-4d51-b68e-00133f6a32fe,0.11372549019607843,0.17317760773258156,0.113500299686686
18,hip-hop,23933dbe-e90d-4c83-b9f8-286039b4c2d7,1.0,0.833266210229561,0.05679934567205021
19,country,29adc87d-8df0-4a66-8e26-10cb67a9461d,0.8823529411764706,0.48288360853805884,0.07009719854931737
20,electronic,34d4362f-941e-461c-b994-792e0dff242d,1.0,0.08336689488521949,0.2687554301724841
21,country,4006541b-afd8-4687-ae31-7195d9d92e91,0.09019607843137255,0.6645187273459525,0.053409119224817087
22,rock,4349b090-8599-4151-b5ba-a94ac327933c,0.9921568627450981,0.5493354812726541,0.06664607520709138
23,country,4362b319-05ad-4923-a9fe-20240eb7b174,1.0,0.4361659283125252,0.06540607294850034
24,country,464721f0-91a9-42fc-b286-904106fce287,0.8431372549019608,0.7680225533628675,0.0343813422206427
25,rock,466c6528-69ca-4536-b12b-ada285318dd6,0.8588235294117647,0.5126862666129682,0.12043204568389305
26,country,754faecf-8687-4e02-9fd3-e1165d8b7f28,0.6196078431372549,0.4708014498590415,0.06566894681528218
27,rock,7f113627-ef05-4c70-aa80-8ca90e15df4c,0.050980392156862744,0.1852597664115989,0.18680459211664147
28,country,9b125676-b2fc-4eaa-baf0-366fbbca2c2b,0.0,0.4703987112364076,0.11406234687681788
29,pop,9b859598-af45-3927-9d2a-a8581d143b4f,0.00784313725490196,0.11478050745066452,0.20738240995405383
30,rock,9be99ebf-9486-4981-a13b-d1c960bc9ca7,0.15294117647058825,0.4490535642368103,0.06237697672706308
31,electronic,9d5166bc-4369-3192-86b9-859d77dec9ae,0.984313725490196,0.09343536045106726,0.38514907646069474
32,hip-hop,a9aff52b-0475-4c15-a4fa-117886c99a06,1.0,0.50463149416029,0.08027824412843336
33,pop,ae97eb23-501f-478f-9d1f-258094d7e47f,0.09411764705882353,0.23801852597664117,0.19945501905670196
34,pop,cb35a21f-f597-439a-99ae-4184a2c2d3bf,0.0196078431372549,0.4478453483689086,0.15560527819499487
35,rock,cd6100f2-cbbe-3703-916b-d3e35d9efd4a,0.6549019607843137,0.65807490938381,0.045456599651553
36,hip-hop,06936d3f-551a-4f49-a717-148f5471ddee,0.011764705882352941,0.4289166331051148,0.14062177783613944
37,rock,15ad6386-d33b-480d-aca2-39b22526de23,0.0,0.5598066854611358,0.11256773291011704
38,rock,1a7189e6-b410-49d5-b064-69b173f0aeeb,0.10196078431372549,0.4993958920660492,0.08120462102007406
39,pop,2bd73f2b-9d42-4ea9-b5b2-1c91ad87a692,1.0,0.13813934756343133,0.4443808472471416
40,hip-hop,6d8ae022-8687-46ed-8755-045f73494fee,0.11372549019607843,0.45469190495368506,0.08393054597694381
41,rock,708d027e-cd22-3470-a60e-1aec146a18a1,0.18823529411764706,0.06685461135722916,0.11232984263755369
42,hip-hop,7d7aa4f7-8165-4dfb-b073-b0e1e1b8845a,0.20392156862745098,0.49214659685863876,0.05845211517170621
43,country,808f4d7e-64ab-4e3a-8826-94d46c3451d1,0.9882352941176471,0.35199355618203787,0.0998262919330322
44,electronic,85a9de98-ebe4-4134-81ed-ccd8d4b5cfeb,0.44313725490196076,0.05436971405557793,0.1702995638273196
45,pop,8ca6058f-f7da-4106-9e9e-b2c00e2ba1ea,0.0784313725490196,0.36649214659685864,0.07887904873568863
46,rock,cff373a4-a3f5-47f1-9ae2-17f48e96f55a,0.9921568627450981,0.29802658074909383,0.2101972294547609
47,rock,d7471394-4eab-4a27-8b21-65024c07e753,0.1411764705882353,0.3201772049939589,0.0804568297515237
48,electronic,efa36c3d-2e8a-4cab-b3c5-32d12b3f07b0,0.4549019607843137,0.4071687474828836,0.07622569172067324
49,country,002877ac-67ec-49c0-b12f-68bc9b4ee1af,1.0,0.6053161498187677,0.059449164580369765
50,country,04b56b33-9dc4-4cb6-90db-a7717f5d3cda,0.803921568627451,0.7301651228352799,0.03554566980428941
51,country,06dac49b-a000-40c6-a4bc-0d9105cbed28,0.0,0.49577124446234394,0.46085529098336714
52,rock,09a7cf2a-c5f0-4d60-b98d-7cb2dc085128,1.0,0.7736608940797423,0.0531602028592001
53,country,1932563f-b7ac-43db-9b35-01bd11fd5299,0.00392156862745098,0.12323801852597664,0.3402012175248576
54,rock,3a07b127-5dd2-4133-9e84-e1d9d55eafc0,0.09803921568627451,0.8115183246073299,0.03448740672017959
55,hip-hop,40cc2ee1-0dcc-49f2-aa88-881cfc64c4be,0.06274509803921569,0.12001610954490537,0.1776267826864502
56,pop,4d30c9fb-512a-48d8-9a27-55314e788c23,0.14901960784313725,0.6572694321385422,0.041858556623961894
57,rock,52ff2a91-e2c9-3045-9dff-879dd4864426,0.08235294117647059,0.5449053564236811,0.08322101032964478
58,country,5b426b12-332e-49cc-a1a3-d921c668d095,0.9176470588235294,0.7893677003624648,0.04831459093608143
59,electronic,5c3608b9-c1a6-3279-aade-3a408d8ed9b5,0.07450980392156863,0.18445428916633105,0.10415967969315681
60,pop,610c553f-6d11-4427-bf0b-77226960b901,0.12156862745098039,0.10068465565847765,0.22740410444667644
61,pop,61a92fac-a3a9-43a5-97f4-fc79e6e44cdd,0.011764705882352941,0.5888038662907773,0.0693232535387376
62,rock,691e8098-5ca0-4a6a-af1f-256d2fc79d10,0.6901960784313725,1.0,0.0503278610740536
63,pop,8068e914-f3a9-4e3c-a9dd-511ec459a626,0.8392156862745098,0.4993958920660492,0.07348254188438254
64,hip-hop,846f3d24-9006-4ef3-9f4e-ef13317d98a0,0.9921568627450981,0.5042287555376561,0.11483163361014594
65,rock,89f28dd9-568d-45aa-8a3b-15389bcb81f4,0.15294117647058825,0.24607329842931938,0.09035157132380653
66,electronic,9fe3276e-e7a2-4364-bc36-09704613360b,0.3568627450980392,0.15666532420459123,0.15048152785137608
67,hip-hop,ab48b1da-7190-4f3a-b1c3-78b4778128a7,0.06274509803921569,0.559001208215868,0.05516214721838556
68,pop,ae9f317a-a627-4f97-a3b3-72ac73801344,0.054901960784313725,0.07732581554571083,0.21313733634947846
69,hip-hop,cb7ed05e-0466-42af-8f0e-9766f46c1c17,0.9647058823529412,0.44180426902939995,0.07805410838143001
70,pop,deceeaef-f03d-4c62-af31-5caf7482898b,0.3764705882352941,0.5666532420459123,0.058754595258494066
71,country,f76fa63b-7797-46e1-949c-b646b2cc9fe8,0.027450980392156862,0.47402335884011276,0.15403307188091167
72,pop,01b387c3-0977-47a4-8def-1aae48b79447,0.24705882352941178,0.545308095046315,0.0647513561103365
73,hip-hop,04949aa9-ed92-4520-a33c-b7b6b4b3f7c6,0.9882352941176471,0.6705598066854611,0.056241381486006145
74,country,08f7953d-4f06-45c5-8b2f-e837c1d0375c,0.10980392156862745,0.7515102698348772,0.027493001534269642
75,pop,22384986-46ce-4582-b388-bd90571a547c,0.4235294117647059,0.4329440193314539,0.07939174358519167
76,electronic,2c781a00-943e-42f0-a4a0-a26559811a41,0.20784313725490194,0.6391461941200162,0.04535973768680807
77,electronic,3ddee01e-da2e-438e-b353-8fa3dab246de,0.011764705882352941,0.010471204188481676,0.42831624753018954
78,country,637df077-d40a-4e72-bc02-9ace96cd3564,0.00784313725490196,0.5026178010471204,0.0833661001501829
79,hip-hop,669e7e2a-e1f9-49f9-972b-0e96ccf60ddc,0.0,0.48328634716069274,0.05693672591155795
80,hip-hop,707c7c8a-b092-4af9-abf4-2332471cb426,0.8745098039215686,0.6564639548932742,0.043176041617928
81,hip-hop,7bdec870-d321-4b69-a424-35d5e67ce442,0.0392156862745098,0.2589609343536045,0.10028171613515564
82,country,8bd26f90-a889-4824-9cc7-74e2393707a6,0.00784313725490196,0.3391059202577527,0.16557700565763814
83,electronic,96316bce-982a-495d-9921-2494acd756f3,0.0392156862745098,0.2996375352396295,0.12141759418448238
84,hip-hop,97410570-1112-465d-9eff-2e721e57e738,0.37254901960784315,0.30165122835279906,0.07954127618701144
85,electronic,9b55b5f1-4ecf-49ef-8c13-442b01f8f8bc,0.8156862745098039,0.016915022150624244,0.11296916310822769
86,electronic,a65038f6-3936-4681-ade5-6f32cfa9487d,0.9176470588235294,0.8046717680225534,0.02259011131998525
87,rock,c5dbbbd9-c48b-489e-a2d6-f19122d652af,0.06666666666666667,0.630688683044704,0.04915087684924111
88,pop,c938d527-546b-451a-99d1-e883a490e0c2,0.9372549019607843,0.40072492952074107,0.11749097385952545
