;genre;hash;histmax;histmed;histstd
0;hip-hop;b2c1bd3f-b0b1-49c7-ae5b-b5a01057a9e5;-1.1300741057660433;0.9194193291424213;-0.8471082495965078
1;pop;6e5fe8df-c66c-412d-97d7-2ace0f9af571;-1.139998644165628;-1.031265504110761;1.8270709301221395
2;country;7bf8d5e5-8509-4289-b8a8-c6f53d157803;0.6662673445587856;0.04860873927563307;-0.46484950798875235
3;country;04ffe287-7122-4430-b572-7a84db4d8066;-0.7430171081822403;-1.7690355871923455;1.3220177543012666
4;hip-hop;b105debf-2ace-4f5d-ad98-b62253c38348;1.0533243421425884;0.527209003944483;-0.650838562713246
5;hip-hop;c86cab28-4f26-4949-8cdd-115eb6d16509;0.5074747301654305;0.6377881264672497;-0.5974209939679413
6;country;3b4fbc80-3286-416d-ae32-35b96a4deab1;-0.7926398001801638;1.156127763292719;-0.7121874656292593
7;country;5b1aacf4-6990-4301-981d-bba0d8683e7b;-1.1300741057660433;-1.2904353225234957;0.2540165074867842
8;hip-hop;ae103b0a-b932-4009-acb6-388db1cf890b;1.2518151101342823;-0.2036498839794286;-0.4061158602893745
9;pop;5f4b6757-6712-4f9b-885c-3ba76b850b77;1.2815887253330362;-0.5768544224937664;-0.13355987487834897
10;country;0cc7ea8e-1f5b-4b9a-a054-e2c9ab8a28cd;-1.2094704129627207;0.27840597826825775;-0.28834254553449407
11;hip-hop;a1000d58-73b8-41cc-958b-e221dde8b8ce;0.9441544197471569;-0.09825415782491653;-0.6048082454860645
12;pop;2bc08829-389a-40b7-b644-dcbd59e50512;-0.9315833377743494;2.2532799945732953;-0.8376977474907745
13;pop;1bd0e357-042b-4bd4-a35a-3cb12092b4b0;0.0608705021841195;0.005413769540177306;-0.34523859222604025
14;pop;0de30e42-1f0a-4591-b72f-5343fa6002e9;1.3113623405317902;-0.8567578263795198;2.485062453890613
